150 0 1521 1627 1517 1628 1558 0 1563 /dls/i03/data/2010/cm1892-3/0515/pow1_M6S4_M6S4_1_001.img
200 0 1509 1657 1504 1658 1559 0 1566 /dls/i03/data/2010/cm1892-3/0515/pow1_M6S4_M6S4_3_001.img
250 0 1496 1688 1494 1690 1564 0 1568 /dls/i03/data/2010/cm1892-3/0515/pow1_M6S4_M6S4_5_001.img
300 0 1488 1720 1482 1720 1568 0 1570 /dls/i03/data/2010/cm1892-3/0515/pow1_M6S4_M6S4_7_001.img
350 0 1477 1749 1471 1752 1569 0 1575 /dls/i03/data/2010/cm1892-3/0515/pow1_M6S4_M6S4_9_001.img
