   -12.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     4.0 0.0389 0.0818 0.0744 0.2219 0.4332 0.9266 1.4117 1.1615 0.0818
    20.0 0.0345 0.0549 0.0853 0.2111 0.4447 0.6034 0.9295 1.2936 0.0549
    36.0 0.0316 0.0470 0.0970 0.2018 0.4425 0.6513 0.9272 1.5347 0.0470
    52.0 0.0284 0.0480 0.0957 0.1871 0.3866 0.6110 0.9416 1.3534 0.0480
    68.0 0.0266 0.0490 0.0905 0.1881 0.3860 0.6342 0.9502 1.3099 0.0490
    84.0 0.0262 0.0491 0.0869 0.1887 0.3735 0.6567 1.0007 1.3604 0.0491
   100.0 0.0259 0.0476 0.0864 0.1887 0.3856 0.6655 0.9777 1.4288 0.0476
   116.0 0.0256 0.0471 0.0873 0.1811 0.3786 0.6689 0.9596 1.4861 0.0471
   132.0 0.0256 0.0462 0.0878 0.1887 0.3734 0.6812 0.9747 1.5363 0.0462
   148.0 0.0253 0.0462 0.0891 0.1973 0.3743 0.6864 0.9860 1.5044 0.0462
   164.0 0.0252 0.0471 0.0890 0.2015 0.3814 0.6960 1.0373 1.5178 0.0471
   180.0 0.0254 0.0465 0.0897 0.2039 0.3866 0.6868 1.0626 1.5514 0.0465
   196.0 0.0259 0.0467 0.0899 0.2023 0.3780 0.6858 1.0793 1.5502 0.0467
   212.0 0.0260 0.0467 0.0904 0.2046 0.3816 0.6876 1.0741 1.5198 0.0467
   228.0 0.0259 0.0461 0.0894 0.2041 0.3775 0.6920 1.0623 1.5028 0.0461
   244.0 0.0260 0.0461 0.0881 0.2069 0.3768 0.6916 1.0613 1.5151 0.0461
   260.0 0.0266 0.0466 0.0888 0.2087 0.3805 0.6899 1.0487 1.5173 0.0466
   276.0 0.0265 0.0463 0.0888 0.2095 0.3838 0.6921 1.0571 1.5295 0.0463
   292.0 0.0265 0.0458 0.0893 0.2102 0.3869 0.6965 1.0583 1.5530 0.0458
   308.0 0.0263 0.0457 0.0892 0.2090 0.3873 0.6961 1.0597 1.5522 0.0457
   324.0 0.0262 0.0454 0.0890 0.2079 0.3879 0.6958 1.0616 1.5581 0.0454
   340.0 0.0263 0.0455 0.0895 0.2071 0.3871 0.6935 1.0542 1.5886 0.0455
   356.0 0.0260 0.0457 0.0894 0.2057 0.3864 0.6940 1.0470 1.5909 0.0457
   372.0 0.0260 0.0455 0.0893 0.2059 0.3855 0.6946 1.0493 1.5957 0.0455
   388.0 0.0259 0.0452 0.0894 0.2053 0.3851 0.6957 1.0472 1.5959 0.0452
   404.0 0.0260 0.0449 0.0896 0.2036 0.3855 0.6937 1.0358 1.6015 0.0449
   420.0 0.0260 0.0452 0.0902 0.2029 0.3850 0.6945 1.0432 1.6011 0.0452
   436.0 0.0258 0.0453 0.0909 0.2024 0.3830 0.6951 1.0389 1.5880 0.0453
   452.0 0.0258 0.0452 0.0907 0.2018 0.3825 0.6945 1.0378 1.5912 0.0452
   468.0 0.0260 0.0451 0.0912 0.2009 0.3818 0.6949 1.0315 1.5735 0.0451
   484.0 0.0260 0.0452 0.0911 0.2009 0.3812 0.6951 1.0269 1.5671 0.0452
   500.0 0.0261 0.0452 0.0907 0.2010 0.3797 0.6932 1.0257 1.5652 0.0452
   516.0 0.0261 0.0453 0.0906 0.2010 0.3801 0.6899 1.0238 1.5547 0.0453
   532.0 0.0263 0.0452 0.0904 0.2000 0.3797 0.6880 1.0226 1.5461 0.0452
   548.0 0.0265 0.0452 0.0906 0.1999 0.3798 0.6866 1.0162 1.5374 0.0452
   564.0 0.0266 0.0454 0.0903 0.2003 0.3787 0.6866 1.0153 1.5357 0.0454
   580.0 0.0265 0.0453 0.0902 0.2006 0.3782 0.6870 1.0138 1.5217 0.0453
   596.0 0.0265 0.0454 0.0905 0.2003 0.3780 0.6837 1.0145 1.5237 0.0454
   612.0 0.0267 0.0455 0.0903 0.2001 0.3783 0.6823 1.0140 1.5229 0.0455
   628.0 0.0268 0.0456 0.0904 0.1990 0.3784 0.6795 1.0138 1.5127 0.0456
   644.0 0.0268 0.0457 0.0909 0.1988 0.3784 0.6760 1.0145 1.5088 0.0457
   660.0 0.0271 0.0461 0.0911 0.1985 0.3792 0.6749 1.0128 1.5030 0.0461
   676.0 0.0272 0.0461 0.0913 0.1989 0.3796 0.6768 1.0119 1.5041 0.0461
   692.0 0.0272 0.0462 0.0915 0.1988 0.3794 0.6746 1.0106 1.4970 0.0462
   708.0 0.0273 0.0463 0.0915 0.1987 0.3773 0.6725 1.0116 1.4910 0.0463
   724.0 0.0273 0.0464 0.0916 0.1986 0.3773 0.6746 1.0109 1.4835 0.0464
   740.0 0.0275 0.0464 0.0919 0.1989 0.3765 0.6729 1.0109 1.4745 0.0464
   756.0 0.0275 0.0463 0.0921 0.1996 0.3770 0.6705 1.0085 1.4764 0.0463
   772.0 0.0275 0.0464 0.0925 0.1999 0.3763 0.6691 1.0091 1.4729 0.0464
   788.0 0.0276 0.0465 0.0925 0.2003 0.3757 0.6664 1.0100 1.4672 0.0465
   804.0 0.0278 0.0466 0.0926 0.2007 0.3748 0.6644 1.0086 1.4613 0.0466
   820.0 0.0279 0.0466 0.0929 0.2008 0.3751 0.6634 1.0076 1.4509 0.0466
   836.0 0.0280 0.0466 0.0931 0.2009 0.3740 0.6607 1.0073 1.4448 0.0466
   852.0 0.0279 0.0466 0.0932 0.2010 0.3738 0.6585 1.0034 1.4431 0.0466
   868.0 0.0281 0.0467 0.0934 0.2010 0.3737 0.6587 1.0027 1.4403 0.0467
   884.0 0.0282 0.0467 0.0934 0.2011 0.3728 0.6573 1.0012 1.4369 0.0467
   900.0 0.0282 0.0467 0.0938 0.2008 0.3726 0.6565 0.9987 1.4258 0.0467
   916.0 0.0284 0.0468 0.0940 0.2008 0.3729 0.6542 0.9966 1.4146 0.0468
   932.0 0.0285 0.0468 0.0942 0.2008 0.3727 0.6540 0.9964 1.4121 0.0468
   948.0 0.0285 0.0469 0.0942 0.2007 0.3723 0.6522 0.9917 1.4105 0.0469
   964.0 0.0285 0.0469 0.0944 0.2006 0.3711 0.6517 0.9883 1.4077 0.0469
   980.0 0.0286 0.0469 0.0943 0.1999 0.3700 0.6502 0.9835 1.4029 0.0469
   996.0 0.0287 0.0469 0.0944 0.1995 0.3694 0.6495 0.9785 1.3971 0.0469
  1012.0 0.0287 0.0469 0.0944 0.1991 0.3696 0.6497 0.9759 1.3907 0.0469
  1028.0 0.0287 0.0469 0.0943 0.1990 0.3689 0.6486 0.9725 1.3852 0.0469
  1044.0 0.0288 0.0471 0.0942 0.1985 0.3685 0.6483 0.9687 1.3786 0.0471
  1060.0 0.0289 0.0470 0.0943 0.1983 0.3683 0.6464 0.9633 1.3725 0.0470
  1076.0 0.0290 0.0471 0.0940 0.1975 0.3673 0.6441 0.9602 1.3658 0.0471
  1092.0 0.0291 0.0471 0.0940 0.1974 0.3657 0.6423 0.9549 1.3610 0.0471
  1108.0 0.0292 0.0471 0.0938 0.1967 0.3645 0.6410 0.9516 1.3529 0.0471
  1124.0 0.0293 0.0472 0.0937 0.1966 0.3639 0.6393 0.9475 1.3485 0.0472
  1140.0 0.0295 0.0472 0.0936 0.1965 0.3625 0.6385 0.9432 1.3416 0.0472
  1156.0 0.0296 0.0474 0.0934 0.1962 0.3618 0.6365 0.9407 1.3369 0.0474
  1172.0 0.0297 0.0475 0.0934 0.1961 0.3613 0.6347 0.9392 1.3352 0.0475
  1188.0 0.0299 0.0476 0.0934 0.1956 0.3611 0.6333 0.9391 1.3334 0.0476
  1204.0 0.0300 0.0477 0.0934 0.1953 0.3600 0.6320 0.9373 1.3280 0.0477
  1220.0 0.0301 0.0478 0.0934 0.1953 0.3595 0.6302 0.9336 1.3249 0.0478
  1236.0 0.0302 0.0477 0.0935 0.1949 0.3587 0.6278 0.9297 1.3240 0.0477
  1252.0 0.0302 0.0479 0.0933 0.1947 0.3585 0.6267 0.9272 1.3208 0.0479
  1268.0 0.0303 0.0478 0.0933 0.1945 0.3578 0.6250 0.9233 1.3176 0.0478
  1284.0 0.0304 0.0477 0.0936 0.1943 0.3576 0.6223 0.9228 1.3145 0.0477
  1300.0 0.0304 0.0478 0.0938 0.1943 0.3571 0.6213 0.9214 1.3129 0.0478
  1316.0 0.0305 0.0480 0.0938 0.1943 0.3572 0.6193 0.9179 1.3130 0.0480
  1332.0 0.0306 0.0482 0.0938 0.1944 0.3568 0.6177 0.9163 1.3119 0.0482
  1348.0 0.0306 0.0483 0.0938 0.1943 0.3564 0.6158 0.9152 1.3098 0.0483
  1364.0 0.0307 0.0483 0.0939 0.1942 0.3554 0.6157 0.9153 1.3105 0.0483
  1380.0 0.0308 0.0483 0.0940 0.1943 0.3554 0.6159 0.9151 1.3103 0.0483
  1396.0 0.0309 0.0484 0.0941 0.1942 0.3548 0.6154 0.9145 1.3111 0.0484
  1412.0 0.0310 0.0486 0.0942 0.1944 0.3545 0.6149 0.9139 1.3087 0.0486
  1428.0 0.0313 0.0487 0.0944 0.1945 0.3538 0.6141 0.9141 1.3074 0.0487
  1444.0 0.0312 0.0487 0.0944 0.1946 0.3537 0.6128 0.9129 1.3084 0.0487
  1460.0 0.0313 0.0488 0.0944 0.1945 0.3534 0.6116 0.9112 1.3071 0.0488
  1476.0 0.0313 0.0488 0.0944 0.1944 0.3536 0.6110 0.9095 1.3066 0.0488
  1492.0 0.0313 0.0489 0.0943 0.1941 0.3537 0.6097 0.9089 1.3025 0.0489
  1508.0 0.0313 0.0490 0.0944 0.1942 0.3536 0.6089 0.9077 1.3004 0.0490
  1524.0 0.0314 0.0491 0.0941 0.1939 0.3534 0.6080 0.9062 1.2999 0.0491
  1540.0 0.0315 0.0493 0.0942 0.1938 0.3531 0.6071 0.9047 1.2955 0.0493
  1556.0 0.0316 0.0493 0.0942 0.1937 0.3522 0.6054 0.9031 1.2941 0.0493
  1572.0 0.0316 0.0494 0.0943 0.1934 0.3522 0.6048 0.9020 1.2923 0.0494
  1588.0 0.0317 0.0494 0.0944 0.1934 0.3515 0.6046 0.9013 1.2921 0.0494
  1604.0 0.0318 0.0496 0.0945 0.1934 0.3511 0.6053 0.8993 1.2913 0.0496
  1620.0 0.0319 0.0497 0.0946 0.1935 0.3511 0.6054 0.8982 1.2894 0.0497
  1636.0 0.0320 0.0497 0.0946 0.1934 0.3508 0.6055 0.8978 1.2878 0.0497
  1652.0 0.0320 0.0498 0.0945 0.1935 0.3508 0.6060 0.8969 1.2871 0.0498
  1668.0 0.0321 0.0498 0.0945 0.1936 0.3510 0.6063 0.8969 1.2865 0.0498
  1684.0 0.0321 0.0500 0.0943 0.1936 0.3506 0.6060 0.8972 1.2866 0.0500
  1700.0 0.0321 0.0500 0.0945 0.1937 0.3511 0.6061 0.8963 1.2846 0.0500
  1716.0 0.0321 0.0500 0.0945 0.1938 0.3512 0.6065 0.8956 1.2831 0.0500
  1732.0 0.0322 0.0501 0.0948 0.1941 0.3513 0.6063 0.8955 1.2817 0.0501
  1748.0 0.0323 0.0502 0.0948 0.1945 0.3521 0.6064 0.8948 1.2814 0.0502
  1764.0 0.0323 0.0503 0.0948 0.1946 0.3529 0.6061 0.8951 1.2802 0.0503
  1780.0 0.0323 0.0503 0.0949 0.1945 0.3526 0.6060 0.8957 1.2807 0.0503
  1796.0 0.0323 0.0504 0.0950 0.1946 0.3532 0.6078 0.8970 1.2831 0.0504
  1812.0 0.0324 0.0504 0.0951 0.1949 0.3532 0.6077 0.8961 1.2843 0.0504
  1828.0 0.0323 0.0505 0.0953 0.1951 0.3535 0.6086 0.8968 1.2866 0.0505
  1844.0 0.0324 0.0505 0.0955 0.1953 0.3540 0.6091 0.8971 1.2878 0.0505
  1860.0 0.0324 0.0505 0.0956 0.1956 0.3548 0.6094 0.8972 1.2867 0.0505
