   17.4488    512     11
   17.0083    513     11
   16.5896    504     11
   16.1912    515     11
   15.8115    506     11
   15.4493    508     11
   15.1033    502     11
   14.7727    509     11
   14.4562    512     11
   14.1532    509     11
   13.8626    512     11
   13.5838    513     11
   13.3161    515     11
   13.0588    510     11
   12.8114    518     11
   12.5732    522     11
   12.3437    519     11
   12.1226    526     11
   11.9093    525     11
   11.7034    522     11
   11.5047    518     11
   11.3126    522     11
   11.1269    526     11
   10.9472    518     11
   10.7733    525     11
   10.6049    524     11
   10.4418    512     11
   10.2836    511     11
   10.1302    510     11
    9.9814    513     11
    9.8370    513     11
    9.6967    522     11
    9.5604    523     11
    9.4280    518     11
    9.2992    520     11
    9.1740    520     11
    9.0521    517     11
    8.9335    514     11
    8.8180    523     11
    8.7055    518     11
    8.5958    510     11
    8.4890    525     11
    8.3848    521     11
    8.2832    518     11
    8.1840    523     11
    8.0873    519     11
    7.9928    522     11
    7.9006    526     11
    7.8105    523     11
    7.7225    526     11
    7.6366    523     11
    7.5525    524     11
    7.4703    522     11
    7.3899    515     11
    7.3113    516     11
    7.2344    509     11
    7.1591    506     11
    7.0854    513     11
    7.0132    517     11
    6.9425    512     11
    6.8733    515     11
    6.8055    521     11
    6.7391    522     11
    6.6739    523     11
    6.6101    520     11
    6.5475    517     11
    6.4861    521     11
    6.4259    528     11
    6.3668    527     11
    6.3088    525     11
    6.2519    534     11
    6.1961    536     11
    6.1413    539     11
    6.0875    542     11
    6.0346    541     11
    5.9827    540     11
    5.9317    547     11
    5.8816    545     11
    5.8324    548     11
    5.7840    551     11
    5.7364    552     11
    5.6897    553     11
    5.6437    555     11
    5.5985    564     11
    5.5541    568     11
    5.5104    572     11
    5.4674    573     11
    5.4250    588     12
    5.3834    594     12
    5.3424    596     12
    5.3021    601     12
    5.2624    605     12
    5.2234    599     12
    5.1849    600     12
    5.1470    620     12
    5.1097    628     12
    5.0730    638     12
    5.0368    649     12
    5.0011    647     12
    4.9660    655     12
    4.9314    662     12
    4.8973    680     13
    4.8637    695     13
    4.8306    707     13
    4.7979    709     13
    4.7657    734     13
    4.7340    759     13
    4.7027    764     13
    4.6718    791     14
    4.6414    822     14
    4.6114    826     14
    4.5818    840     14
    4.5526    858     14
    4.5238    870     14
    4.4954    874     14
    4.4673    888     14
    4.4396    896     14
    4.4123    908     15
    4.3854    930     15
    4.3588    954     15
    4.3325    965     15
    4.3066    994     15
    4.2810   1028     16
    4.2557   1049     16
    4.2308   1064     16
    4.2061   1081     16
    4.1818   1095     16
    4.1578   1104     16
    4.1340   1113     16
    4.1106   1140     16
    4.0874   1162     17
    4.0645   1167     17
    4.0419   1185     17
    4.0196   1199     17
    3.9975   1207     17
    3.9757   1234     17
    3.9542   1240     17
    3.9329   1248     17
    3.9118   1276     17
    3.8910   1286     17
    3.8704   1282     17
    3.8501   1294     17
    3.8300   1319     18
    3.8101   1323     18
    3.7905   1352     18
    3.7711   1360     18
    3.7518   1372     18
    3.7328   1400     18
    3.7141   1420     18
    3.6955   1432     18
    3.6771   1468     19
    3.6589   1460     19
    3.6409   1459     19
    3.6231   1454     19
    3.6055   1456     19
    3.5881   1474     19
    3.5709   1490     19
    3.5538   1496     19
    3.5370   1476     19
    3.5203   1469     19
    3.5038   1466     19
    3.4874   1474     19
    3.4712   1468     19
    3.4552   1469     19
    3.4394   1445     19
    3.4237   1433     18
    3.4082   1423     18
    3.3928   1406     18
    3.3776   1392     18
    3.3625   1379     18
    3.3476   1368     18
    3.3328   1355     18
    3.3182   1335     18
    3.3037   1307     18
    3.2894   1291     17
    3.2752   1276     17
    3.2611   1261     17
    3.2472   1252     17
    3.2334   1225     17
    3.2198   1213     17
    3.2062   1181     17
    3.1928   1172     17
    3.1796   1159     17
    3.1664   1141     16
    3.1534   1114     16
    3.1405   1092     16
    3.1277   1074     16
    3.1150   1056     16
    3.1025   1044     16
    3.0900   1019     15
    3.0777    994     15
    3.0655    976     15
    3.0534    978     15
    3.0414    959     15
    3.0295    941     15
    3.0177    923     15
    3.0061    906     15
    2.9945    881     14
    2.9830    864     14
    2.9717    862     14
    2.9604    841     14
    2.9492    836     14
    2.9381    826     14
    2.9272    809     14
    2.9163    793     14
    2.9055    776     13
    2.8948    768     13
    2.8842    754     13
    2.8737    748     13
    2.8633    744     13
    2.8529    740     13
    2.8427    735     13
    2.8325    722     13
    2.8224    713     13
    2.8124    700     13
    2.8025    696     13
    2.7927    690     13
    2.7829    687     13
    2.7733    679     13
    2.7637    674     12
    2.7542    674     12
    2.7447    664     12
    2.7354    658     12
    2.7261    652     12
    2.7169    643     12
    2.7078    646     12
    2.6987    641     12
    2.6897    637     12
    2.6808    633     12
    2.6719    631     12
    2.6631    623     12
    2.6544    614     12
    2.6458    601     12
    2.6372    608     12
    2.6287    607     12
    2.6203    606     12
    2.6119    605     12
    2.6036    597     12
    2.5953    597     12
    2.5871    593     12
    2.5790    585     12
    2.5709    587     12
    2.5629    584     12
    2.5550    583     12
    2.5471    583     12
    2.5393    579     12
    2.5315    576     12
    2.5238    576     11
    2.5162    563     11
    2.5086    568     11
    2.5010    565     11
    2.4936    565     11
    2.4861    568     11
    2.4788    570     11
    2.4714    557     11
    2.4642    554     11
    2.4570    555     11
    2.4498    567     11
    2.4427    564     11
    2.4356    561     11
    2.4286    560     11
    2.4216    559     11
    2.4147    560     11
    2.4079    554     11
    2.4011    553     11
    2.3943    557     11
    2.3876    557     11
    2.3809    563     11
    2.3743    560     11
    2.3677    558     11
    2.3612    563     11
    2.3547    564     11
    2.3482    567     11
    2.3418    569     11
    2.3355    569     11
    2.3292    574     11
    2.3229    569     11
    2.3167    565     11
    2.3105    575     11
    2.3043    576     12
    2.2982    575     11
    2.2922    575     11
    2.2862    564     11
    2.2802    579     12
    2.2742    582     12
    2.2683    581     12
    2.2625    579     12
    2.2567    584     12
    2.2509    586     12
    2.2451    588     12
    2.2394    584     12
    2.2338    585     12
    2.2281    585     12
    2.2225    588     12
    2.2170    590     12
    2.2114    593     12
    2.2059    594     12
    2.2005    591     12
    2.1951    588     12
    2.1897    593     12
    2.1843    591     12
    2.1790    588     12
    2.1737    586     12
    2.1685    582     12
    2.1633    592     12
    2.1581    588     12
    2.1529    586     12
    2.1478    581     12
    2.1427    587     12
    2.1377    588     12
    2.1327    583     12
    2.1277    582     12
    2.1227    582     12
    2.1178    582     12
    2.1129    578     12
    2.1080    571     11
    2.1032    570     11
    2.0983    575     11
    2.0936    569     11
    2.0888    562     11
    2.0841    555     11
    2.0794    562     11
    2.0747    552     11
    2.0701    552     11
    2.0655    549     11
    2.0609    554     11
    2.0563    545     11
    2.0518    536     11
    2.0473    529     11
    2.0428    538     11
    2.0384    523     11
    2.0339    525     11
    2.0296    523     11
    2.0252    517     11
    2.0208    509     11
    2.0165    505     11
    2.0122    506     11
    2.0079    496     11
    2.0037    494     11
    1.9995    490     11
    1.9953    486     11
    1.9911    480     10
    1.9870    479     10
    1.9828    469     10
    1.9787    467     10
    1.9747    462     10
    1.9706    455     10
    1.9666    459     10
    1.9626    448     10
    1.9586    213      5
